"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Austin Rei","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".279",".321",".600",".262","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659079"
"Elehuris Montero","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".281",".372",".654",".278","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872477"
"O'Koyea Dickson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".305",".419",".724",".307","","88","0.0","0.0","","0.0","0.0","0.0","","999.0","12677"
"Andres Sotillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".272",".327",".599",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657546"
"Wilkin Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".270",".344",".615",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","5124"
"Eric Thames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".320",".423",".743",".315","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","3711"
"Alberto Mineo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".279",".314",".593",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa660295"
"Gavin LaValley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".285",".366",".651",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828878"
"Nick Ciuffo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".266",".318",".584",".254","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","16291"
"Eddy Alvarez","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".302",".327",".629",".276","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","16959"
"David Vidal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".294",".354",".649",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548470"
"Daniel Mayora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".293",".361",".655",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa291160"
"Jesus Sucre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".283",".339",".622",".268","","63","0.0","0.0","","-0.1","0.0","0.0","","999.0","5942"
"Cooper Goldby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".263",".306",".569",".249","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738676"
"Jan Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".280",".311",".590",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501536"
"Joe Dunand","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".281",".333",".613",".265","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005360"
"Yonny Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".326",".321",".647",".288","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872473"
"Erick Mejia","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".300",".345",".645",".280","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","15817"
"Stephen McGee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".285",".295",".580",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737919"
"Dairon Blanco","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".288",".356",".644",".277","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005386"
"Mitch Walding","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".302",".346",".648",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","13006"
"Kevin Merrell","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".287",".333",".621",".267","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915707"
"Nick Maton","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".291",".337",".628",".272","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa876186"
"Jose Pujols","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".292",".407",".699",".296","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739662"
"Stetson Allie","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".291",".393",".684",".291","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548192"
"Nathan Lukes","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".284",".335",".619",".268","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875215"
"Bobby Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".258",".315",".574",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","6564"
"Patrick Cantwell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".279",".310",".589",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602546"
"Laz Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".274",".337",".611",".263","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004128"
"Ronnier Mustelier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".299",".348",".648",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa601536"
"Skyler Ewing","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".262",".334",".595",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827317"
"Travis Jankowski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".316",".331",".647",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","13768"
"Drew Maggi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".305",".328",".633",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549144"
"Michael Reed","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".319",".358",".677",".295","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","13228"
"Brett Pope","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".292",".321",".613",".268","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004513"
"Anthony Recker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".345",".617",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","4063"
"Renae Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".277",".328",".605",".263","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004255"
"Chris Gimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".276",".311",".586",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","7324"
"Bryson Brigman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".293",".309",".602",".264","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829857"
"Willy Yahn","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".276",".365",".641",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915589"
"Mitch Ghelfi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".273",".317",".590",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875890"
"Ti'Quan Forbes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".285",".340",".626",".271","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828696"
"Austin Bossart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".266",".314",".580",".253","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875667"
"Brian Navarreto","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".261",".327",".588",".253","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","16398"
"Jonathan Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".282",".321",".603",".263","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875808"
"Roberto Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".319",".591",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548359"
"Kellin Deglan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".258",".329",".587",".254","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548189"
"Matt Szczur","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".314",".375",".689",".298","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","11255"
"Kevin Cron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".305",".448",".753",".315","","94","0.0","0.0","","0.0","0.0","0.0","","999.0","16211"
"Mike Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".301",".329",".630",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","11241"
"Ryan Howard","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".286",".329",".614",".266","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857225"
"Ernie De La Trinidad","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".306",".373",".678",".292","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003955"
"Jabari Blash","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".315",".399",".714",".307","","88","0.0","0.0","","0.0","0.0","0.0","","999.0","11247"
"Jose Fernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".310",".414",".725",".307","","88","0.0","0.0","","0.0","0.0","0.0","","999.0","19254"
"Tyler Friis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".298",".334",".633",".276","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915593"
"Jimmy Kerrigan","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".266",".380",".646",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005235"
"Elliot Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".291",".326",".618",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","11155"
"Josh Altmann","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".285",".350",".635",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875314"
"Ronaldo Hernandez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".248",".326",".574",".246","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa881850"
"Bruce Caldwell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".286",".327",".613",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658271"
"A.J. Ellis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".295",".329",".624",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","5677"
"Tzu-Wei Lin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".298",".344",".642",".278","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","14678"
"CJ Alexander","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".292",".361",".653",".281","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006912"
"Gosuke Katoh","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".293",".327",".620",".271","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737619"
"John Hicks","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".267",".363",".631",".268","","63","0.0","0.0","","-0.1","0.0","0.0","","999.0","12547"
"Rodrigo Vigil","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".270",".322",".592",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547818"
"Andrew Aplin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".299",".329",".628",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502787"
"Arismendy Alcantara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".287",".369",".656",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","10711"
"Riley Unroe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".306",".338",".644",".282","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737614"
"Cameron Rupp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".277",".350",".628",".271","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","11146"
"Narciso Crook","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".294",".397",".691",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738300"
"Nate Mondou","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".293",".308",".601",".265","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873282"
"Thomas Milone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".279",".333",".613",".265","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737640"
"Mitch Longo","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".304",".380",".684",".293","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874178"
"Ryan Costello","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".307",".398",".705",".301","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004071"
"Chad Spanberger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".290",".390",".680",".289","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004242"
"Hamlet Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".268",".317",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597218"
"Nick Martini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".333",".343",".676",".299","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","12005"
"Jung Ho Kang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".277",".411",".688",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","17182"
"Greg Bird","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".303",".406",".710",".303","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","14131"
"Jay Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".284",".359",".643",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454430"
"Meibrys Viloria","Royals","12","47","42","10","2","0","1","5","4","3","12","0","0","0","",".237",".299",".344",".643",".280","","69","0.0","0.1","","-1.9","1.1","0.0","","999.0","17109"
"Lonnie Chisenhall","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".311",".397",".708",".302","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","7571"
"Boog Powell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".313",".338",".650",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","15103"
"Chris Iannetta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".296",".341",".637",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","8267"
"Trey Amburgey","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".282",".402",".685",".289","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875629"
"Weston Wilson","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".283",".370",".653",".279","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873690"
"Ivan Castillo","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".288",".352",".639",".274","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657222"
"Alex Kowalczyk","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".265",".323",".588",".255","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918272"
"Jodd Carter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".301",".380",".681",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829534"
"Brian Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".292",".349",".640",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503330"
"Hyun Soo Kim","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".275",".330",".407",".737",".313","","92","0.0","0.0","","0.0","0.0","0.0","","999.0","18718"
"Ben DeLuzio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".300",".346",".646",".280","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737626"
"Marcus Littlewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".268",".318",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548261"
"Cullen Large","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".287",".335",".622",".270","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003959"
"Jake Fraley","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".291",".387",".678",".288","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","19260"
"Alay Lago","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".288",".353",".641",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa914668"
"Jamie Westbrook","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".299",".388",".687",".292","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737824"
"David Rodriguez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".262",".313",".575",".250","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735825"
"Chase Pinder","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".293",".331",".624",".273","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003961"
"Francisco Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".284",".289",".572",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505229"
"Roel Santos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".286",".353",".639",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010388"
