jo"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Ramon Fernandez","","0","0","8.18","0","1","0","1.0","1","1","0","1","1","2.35","4.56","10.37","8.31","0.0","0.0","999.0","sa3008276"
"Hector De Los Santos","","0","0","8.16","0","1","0","1.0","1","1","0","1","1","2.36","5.02","10.69","8.31","0.0","0.0","999.0","sa3005707"
"Augusto Calderon","Cardinals","0","0","8.17","0","1","0","1.0","1","1","0","1","1","2.34","4.67","10.40","8.31","0.0","0.0","999.0","sa3006406"
"Briant Tejeda","","0","0","8.36","0","1","0","1.0","1","1","0","1","1","2.40","5.25","11.16","8.52","0.0","0.0","999.0","sa3005874"
"Luis Ozoria","","0","0","8.86","0","1","0","1.0","1","1","0","1","1","2.50","4.65","11.62","8.95","0.0","0.0","999.0","sa3006151"
"Pablo Pimentel","","0","0","8.37","0","1","0","1.0","1","1","0","1","1","2.35","4.83","10.35","8.37","0.0","0.0","999.0","sa3007737"
"Miguel Diaz","Pirates","0","0","8.41","0","1","0","1.0","1","1","0","1","1","2.38","5.27","10.88","8.52","0.0","0.0","999.0","sa3006972"
"Melvin Arteaga","","0","0","7.99","0","1","0","1.0","1","1","0","1","1","2.28","5.10","10.16","8.29","0.0","0.0","999.0","sa3009511"
"Victor Gomez","","0","0","8.62","0","1","0","1.0","1","1","0","1","1","2.39","4.86","10.63","8.70","0.0","0.0","999.0","sa3005838"
"Taylor Clarke","Diamondbacks","2","2","4.64","0","42","0","42.0","42","22","7","39","15","1.36","8.38","3.28","4.76","0.0","0.1","600.3","17611"
"Ronald Suarez","Cardinals","0","0","8.24","0","1","0","1.0","1","1","0","1","1","2.35","4.73","10.48","8.37","0.0","0.0","999.0","sa3006379"
"Ronald Parra","","0","0","8.20","0","1","0","1.0","1","1","0","1","1","2.45","5.24","11.76","8.56","0.0","0.0","999.0","sa917480"
"Jesus Rondon","White Sox","0","0","8.42","0","1","0","1.0","1","1","0","1","1","2.34","5.71","10.79","8.70","0.0","0.0","999.0","sa3005704"
"Claudio Mota","","0","0","8.26","0","1","0","1.0","1","1","0","1","1","2.30","4.57","9.95","8.46","0.0","0.0","999.0","sa3005853"
"Israel Lantigua","","0","0","8.70","0","1","0","1.0","1","1","0","1","1","2.45","5.09","11.34","8.75","0.0","0.0","999.0","sa3004010"
"Dionys Rodriguez","Cardinals","0","0","8.23","0","1","0","1.0","1","1","0","1","1","2.38","4.96","10.96","8.40","0.0","0.0","999.0","sa3005877"
"Noah Bryant","Royals","0","0","8.56","0","1","0","1.0","1","1","0","0","1","2.48","4.40","11.55","8.57","0.0","0.0","999.0","sa3006832"
"Enrique Yeguez","","0","0","8.56","0","1","0","1.0","1","1","0","1","1","2.37","4.77","10.56","8.62","0.0","0.0","999.0","sa3008170"
"Antonio Villalba","","0","0","8.08","0","1","0","1.0","1","1","0","1","1","2.27","5.13","10.06","8.38","0.0","0.0","999.0","sa3005884"
"Liam McCall","Mets","0","0","8.13","0","1","0","1.0","1","1","0","1","1","2.35","4.96","10.70","8.43","0.0","0.0","999.0","sa3005018"
"Alis Atagua","","0","0","8.43","0","1","0","1.0","1","1","0","1","1","2.37","4.83","10.65","8.60","0.0","0.0","999.0","sa3007849"
"Cristopher Valdez","White Sox","0","0","8.58","0","1","0","1.0","1","1","0","1","1","2.46","4.82","11.51","8.86","0.0","0.0","999.0","sa3009748"
"Tyson Messer","White Sox","0","0","8.62","0","1","0","1.0","1","1","0","1","1","2.47","5.60","11.80","8.87","0.0","0.0","999.0","sa3010114"
"Jose Martinez","","0","0","8.60","0","1","0","1.0","1","1","0","1","1","2.45","4.65","11.38","8.74","0.0","0.0","999.0","sa3003033"
"Abraham Figueroa","Indians","0","0","8.40","0","1","0","1.0","1","1","0","1","1","2.50","4.64","11.96","8.75","0.0","0.0","999.0","sa3005449"
"Andre Jackson","Dodgers","0","1","5.89","2","2","0","9.0","10","6","2","7","6","1.72","6.68","5.82","6.11","0.0","0.0","999.0","sa829605"
"Edgar Santana","Pirates","2","2","4.76","0","37","0","37.0","38","20","6","32","14","1.41","7.75","3.41","4.79","0.0","-0.1","999.0","17355"
"Johan Quezada","Phillies","1","1","4.92","0","14","0","14.0","14","8","2","13","7","1.53","8.46","4.81","5.11","0.0","0.0","999.0","20643"
"Starling Javier","","0","0","8.86","0","1","0","1.0","1","1","0","1","1","2.54","4.87","12.24","8.97","0.0","0.0","999.0","sa3007820"
