"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Pedro Avila","SDP","0","0","4.35","0","0","0","1.0","1","0","0","1","0","1.43","8.52","4.35","4.48","0.0","0.0","18864"
"Jeff Lindgren","MIA","0","0","4.44","0","0","0","1.0","1","0","0","1","0","1.37","7.27","3.13","4.48","0.0","0.0","sa3010632"
"Darin Downs","","0","0","4.43","0","0","0","1.0","1","0","0","1","0","1.37","7.88","3.16","4.48","0.0","0.0","5903"
"Michael Connolly","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.45","6.97","3.59","4.48","0.0","0.0","sa708470"
"Jonathan Bowlan","KCR","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.36","7.13","2.87","4.49","0.0","0.0","sa3006973"
"Dustin Beggs","","0","0","4.42","0","0","0","1.0","1","0","0","1","0","1.38","7.01","3.14","4.50","0.0","0.0","sa829242"
"Shawn Dubin","","0","0","4.40","0","0","0","1.0","1","0","0","1","0","1.38","8.84","3.98","4.51","0.0","0.0","sa3007248"
"Isaac Anderson","","0","0","4.46","0","0","0","1.0","1","0","0","1","0","1.38","7.83","3.26","4.51","0.0","0.0","sa738925"
"Kevin McCanna","ARI","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.40","8.47","3.75","4.52","0.0","0.0","sa658530"
"Aaron Laffey","","0","0","4.30","0","0","0","1.0","1","0","0","1","0","1.34","7.29","2.92","4.53","0.0","0.0","6248"
"Duncan Robinson","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.38","7.15","2.88","4.53","0.0","0.0","sa874105"
"Cory Abbott","CHC","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.39","9.17","4.10","4.53","0.0","0.0","sa3005305"
"Simeon Woods Richardson","TOR","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.38","8.21","3.48","4.54","0.0","0.0","sa3008423"
"Caleb Boushley","SDP","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.36","6.97","2.89","4.54","0.0","0.0","sa3004226"
"Zachery Brown","MIL","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.46","7.59","3.97","4.54","0.0","0.0","sa738901"
"Randy LeBlanc","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.40","7.21","3.16","4.54","0.0","0.0","sa549258"
"Leonardo Crawford","MIL","0","0","4.44","0","0","0","1.0","1","0","0","1","0","1.38","7.85","3.29","4.55","0.0","0.0","sa872530"
"Jeffrey Passantino","PIT","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.34","8.11","2.98","4.55","0.0","0.0","sa915726"
"Carl Bolton","PIT","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.41","7.87","3.50","4.55","0.0","0.0","sa3004975"
"Brett Kennedy","SDP","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.41","7.12","3.34","4.55","0.0","0.0","17877"
"Dario Agrazal","ARI","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.36","6.58","2.36","4.55","0.0","0.0","15821"
"Brady Feigl","OAK","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.39","6.88","3.19","4.56","0.0","0.0","sa3007455"
"Jacob Nix","SDP","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.36","7.31","2.93","4.57","0.0","0.0","17775"
"Jordan Guerrero","","0","0","4.37","0","0","0","1.0","1","0","0","1","0","1.46","7.54","4.22","4.57","0.0","0.0","sa658262"
"William Stewart","MIA","0","0","4.36","0","0","0","1.0","1","0","0","1","0","1.47","6.23","3.74","4.57","0.0","0.0","sa875247"
"Joseph Gunkel","","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.35","6.85","2.46","4.58","0.0","0.0","sa738176"
"Michael Bowden","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.32","8.08","2.70","4.58","0.0","0.0","4440"
"Robbie Erlin","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.36","7.10","2.68","4.58","0.0","0.0","10354"
"Manny Banuelos","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.43","8.85","4.22","4.59","0.0","0.0","5365"
"Jeffrey Johnstone","ATL","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.46","6.48","3.18","4.59","0.0","0.0","sa3004190"
"Clayton Richard","","0","0","4.45","0","0","0","1.0","1","0","0","1","0","1.47","6.34","3.48","4.60","0.0","0.0","3551"
"Dylan Hall","NYM","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.38","8.42","3.66","4.60","0.0","0.0","sa3015008"
"John Simms","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.42","8.40","3.92","4.60","0.0","0.0","sa550088"
"John Lamb","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.38","8.07","3.31","4.60","0.0","0.0","8493"
"Jose De Paula","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.42","7.07","3.45","4.60","0.0","0.0","5744"
"Paul Blackburn","OAK","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.40","5.78","2.76","4.60","0.0","0.0","14739"
"Victor Vodnik","ATL","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.49","8.13","4.32","4.60","0.0","0.0","sa3008527"
"Anthony Shew","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.40","7.15","3.31","4.61","0.0","0.0","sa921212"
"Ryan Hartman","HOU","0","0","4.39","0","0","0","1.0","1","0","0","1","0","1.33","8.31","3.31","4.61","0.0","0.0","sa918166"
"Zach Hedges","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.41","6.59","2.98","4.61","0.0","0.0","sa829393"
"Jonathan Bermudez","HOU","0","0","4.41","0","0","0","1.0","1","0","0","1","0","1.36","8.63","3.66","4.61","0.0","0.0","sa3007832"
"Timothy Cate","WSN","0","0","4.49","0","0","0","1.0","1","0","0","1","0","1.46","7.02","3.70","4.61","0.0","0.0","sa3007926"
"Yadier Alvarez","LAD","0","0","4.49","0","0","0","1.0","1","0","0","1","1","1.51","8.71","5.01","4.62","0.0","0.0","sa868984"
"Luis Frias","ARI","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.46","8.45","4.30","4.63","0.0","0.0","sa917588"
"Sean Nolin","WSN","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.39","8.30","3.53","4.63","0.0","0.0","11341"
"Aaron Phillips","SFG","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.43","7.25","3.51","4.64","0.0","0.0","sa3004747"
"Charles Whitley","HOU","0","0","4.51","0","0","0","1.0","1","1","0","1","1","1.42","9.32","4.58","4.64","0.0","0.0","sa917930"
"Steven Cavalli","WSN","0","0","4.65","0","0","0","1.0","1","1","0","1","0","1.48","8.17","4.37","4.65","0.0","0.0","sa3014421"
"Felix Doubront","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.39","6.69","2.92","4.65","0.0","0.0","1478"
"Casey Coleman","","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.38","8.05","3.47","4.65","0.0","0.0","8270"
"Reid Detmers","LAA","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.38","8.70","3.82","4.65","0.0","0.0","sa3014425"
"Matthew Krook","NYY","0","0","4.39","0","0","0","1.0","1","0","0","1","1","1.54","8.36","5.17","4.65","0.0","0.0","sa737535"
"Noe Toribio","PIT","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.49","6.74","3.69","4.66","0.0","0.0","sa3003041"
"Ryan Weiss","ARI","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.44","7.04","3.34","4.66","0.0","0.0","sa3007778"
"Collin Wiles","TEX","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.38","7.37","2.83","4.66","0.0","0.0","sa657869"
"David Knehr","SDP","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.45","7.80","4.15","4.66","0.0","0.0","sa3006952"
"Parker Mushinski","HOU","0","0","4.37","0","0","0","1.0","1","0","0","1","1","1.47","7.97","4.50","4.67","0.0","0.0","sa873283"
"Jaime Garcia","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.47","7.42","4.01","4.67","0.0","0.0","8137"
"David Hurlbut","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.41","6.97","3.18","4.67","0.0","0.0","sa503067"
"Matthew Swarmer","CHC","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.34","7.94","2.99","4.67","0.0","0.0","sa918458"
"Randall Wynne","CIN","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.36","7.97","2.74","4.67","0.0","0.0","sa3010144"
"Adrian Sampson","CHC","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.37","7.21","2.61","4.68","0.0","0.0","13339"
"Colton Eastman","PHI","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.40","8.35","3.76","4.68","0.0","0.0","sa3008312"
"Ryan Feierabend","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.38","7.45","3.20","4.68","0.0","0.0","6336"
"William Murfee","SEA","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.39","7.68","3.52","4.68","0.0","0.0","sa3006775"
"Bryce Hensley","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.47","6.67","3.65","4.68","0.0","0.0","sa3006988"
"Barry Enright","","0","0","4.80","0","0","0","1.0","1","1","0","1","0","1.42","6.96","3.11","4.68","0.0","0.0","2412"
"Aaron Brooks","","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.41","7.06","3.01","4.68","0.0","0.0","12272"
"Jose Mesa Jr.","MIA","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.46","7.71","4.18","4.68","0.0","0.0","sa658593"
"Mario Sanchez","WSN","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.34","7.49","2.70","4.69","0.0","0.0","sa691863"
"Rob Wooten","","0","0","4.80","0","0","0","1.0","1","1","0","1","0","1.37","7.88","2.76","4.69","0.0","0.0","8532"
"Chandler Shepherd","MIN","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.38","7.36","3.02","4.69","0.0","0.0","16166"
"Dylan File","MIL","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.36","7.26","2.64","4.69","0.0","0.0","sa3004197"
"Gerardo Carrillo","LAD","0","0","4.54","0","0","0","1.0","1","1","0","1","1","1.49","7.98","4.55","4.69","0.0","0.0","sa3002790"
"Doug Fister","","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.44","7.01","3.24","4.70","0.0","0.0","9425"
"Andrew Church","","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.38","7.23","2.91","4.70","0.0","0.0","sa737545"
"Yunesky Maya","","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.38","6.97","2.66","4.70","0.0","0.0","11420"
"Matthew Liberatore","STL","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.45","7.19","3.92","4.71","0.0","0.0","sa3008163"
"Daniel Gossett","BOS","0","0","4.93","0","0","0","1.0","1","1","0","1","0","1.44","7.38","3.26","4.71","0.0","0.0","16164"
"Anthony Vasquez","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.41","7.45","3.37","4.71","0.0","0.0","6577"
"Dylan Thompson","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.48","6.18","3.45","4.71","0.0","0.0","sa829545"
"Jen-Ho Tseng","","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.43","7.20","3.39","4.71","0.0","0.0","15524"
"Ryan Bollinger","","0","0","4.65","0","0","0","1.0","1","1","0","1","0","1.42","7.34","3.36","4.71","0.0","0.0","sa503763"
"James Marvel","PIT","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.45","6.66","3.29","4.71","0.0","0.0","19675"
"Brandon McCarthy","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.39","7.06","2.92","4.71","0.0","0.0","4662"
"Andro Cutura","","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.45","6.60","3.29","4.71","0.0","0.0","sa827476"
"Tim Brennan","TEX","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.42","6.19","2.64","4.71","0.0","0.0","sa3008630"
"Emerson Martinez","","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.44","6.73","3.33","4.72","0.0","0.0","sa747285"
"Adrian Martinez","SDP","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.42","7.11","3.62","4.72","0.0","0.0","sa873428"
"Michael Plassmeyer","TBR","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.35","7.19","3.04","4.72","0.0","0.0","sa3006962"
"Thomas Jankins","MIL","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.43","6.40","3.02","4.72","0.0","0.0","sa873276"
"Tyler Alexander","","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.39","7.91","3.65","4.72","0.0","0.0","sa738376"
"Jeffrey Bain","ARI","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.46","7.66","3.84","4.72","0.0","0.0","sa829808"
"Bradley Kuntz","MIL","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.47","8.21","4.22","4.72","0.0","0.0","sa877529"
"Scott Feldman","","0","0","4.87","0","0","0","1.0","1","1","0","1","0","1.41","7.03","2.93","4.72","0.0","0.0","6283"
"Yerry Rodriguez","TEX","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.41","8.27","3.58","4.73","0.0","0.0","sa918130"
"Kolton Mahoney","","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.44","7.22","3.56","4.73","0.0","0.0","sa829372"
"Humberto Mejia","ARI","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.41","7.90","3.51","4.73","0.0","0.0","20739"
"Jorgan Cavanerio","","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.43","6.16","2.91","4.73","0.0","0.0","sa598143"
"Neil Pallante","STL","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.49","7.20","4.16","4.73","0.0","0.0","sa3011186"
"Elian Leyva","","0","0","4.80","0","0","0","1.0","1","1","0","1","0","1.44","7.25","3.43","4.73","0.0","0.0","sa964182"
"Samuel Lewis","","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.42","8.17","3.83","4.74","0.0","0.0","sa701852"
"Stephen Fife","","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.41","6.42","2.73","4.74","0.0","0.0","8077"
"David Parkinson","PHI","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.40","8.36","3.72","4.74","0.0","0.0","sa3004857"
"Jacob Lee","LAA","0","0","4.65","0","0","0","1.0","1","1","0","1","0","1.38","8.03","3.36","4.74","0.0","0.0","sa3006766"
"Shane Baz","TBR","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.40","8.35","4.03","4.74","0.0","0.0","sa3004765"
"Austin Puckett","ATL","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.48","7.90","4.09","4.74","0.0","0.0","sa738686"
"Matthew Tomshaw","CHW","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.33","6.96","2.39","4.75","0.0","0.0","sa598974"
"Elliot Ashbeck","SDP","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.37","7.88","3.40","4.75","0.0","0.0","sa875665"
"Adam Oller","NYM","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.43","7.67","3.93","4.75","0.0","0.0","sa913099"
"Jacob Latz","TEX","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.42","8.55","4.04","4.76","0.0","0.0","sa829008"
"Jaron Long","","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.43","6.20","2.94","4.76","0.0","0.0","sa706969"
"Wirkin Estevez","","0","0","4.85","0","0","0","1.0","1","1","0","1","0","1.46","6.98","3.39","4.77","0.0","0.0","sa550539"
"Jared Koenig","OAK","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.42","7.43","3.84","4.77","0.0","0.0","sa3014906"
"Ariel Jurado","","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.42","6.10","2.72","4.77","0.0","0.0","17030"
"Andrew Strotman","TBR","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.44","7.83","4.14","4.77","0.0","0.0","sa3004584"
"Jake Paulson","","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.48","6.08","3.30","4.78","0.0","0.0","sa829444"
"Ethan Elliott","SDP","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.45","7.94","4.18","4.78","0.0","0.0","sa3010380"
"Mitchell Stallings","ATL","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.51","7.35","4.05","4.78","0.0","0.0","sa3007835"
"Chad Donato","HOU","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.37","7.80","3.35","4.78","0.0","0.0","sa919112"
"Kris Medlen","","0","0","4.89","0","0","0","1.0","1","1","0","1","0","1.46","7.21","3.50","4.78","0.0","0.0","9417"
"Felix Hernandez","","0","0","4.87","0","0","0","1.0","1","1","0","1","0","1.44","7.20","3.28","4.78","0.0","0.0","4772"
"Joel Peguero","TBR","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.45","7.33","3.99","4.79","0.0","0.0","sa917689"
"Dylan Myers","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.42","7.75","3.59","4.79","0.0","0.0","sa918356"
"Kyle Young","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.47","7.00","3.90","4.79","0.0","0.0","sa918488"
"Jarred Cosart","","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.52","6.77","4.00","4.79","0.0","0.0","10304"
"Matthew Ball","CIN","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.45","8.70","4.10","4.79","0.0","0.0","sa737933"
"Glenn Otto","NYY","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.45","8.77","4.28","4.79","0.0","0.0","sa915710"
"Cooper Criswell","LAA","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.39","7.26","3.21","4.79","0.0","0.0","sa3008606"
"Jerad Eickhoff","NYM","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.35","7.87","3.15","4.79","0.0","0.0","12664"
"Jose Bravo","HOU","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.38","7.11","3.02","4.79","0.0","0.0","sa923839"
"Zachary Thompson","STL","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.46","7.48","4.06","4.79","0.0","0.0","sa3011128"
"Odrisamer Despaigne","","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.46","7.04","3.68","4.80","0.0","0.0","16017"
"Austin McGeorge","","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.46","7.52","3.78","4.80","0.0","0.0","sa918047"
"Avery Weems","TEX","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.51","7.14","4.10","4.80","0.0","0.0","sa3010256"
"Shane McCarthy","CLE","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.46","7.73","3.86","4.80","0.0","0.0","sa915740"
"Andre Jackson","LAD","0","0","4.69","0","0","0","1.0","1","1","0","1","1","1.49","8.59","4.73","4.80","0.0","0.0","sa829605"
"Bryson Sands","MIN","0","0","4.82","0","0","0","1.0","1","1","0","1","0","1.41","7.94","3.57","4.80","0.0","0.0","sa3008611"
"James Jax","MIN","0","0","4.90","0","0","0","1.0","1","1","0","1","0","1.42","6.61","2.96","4.80","0.0","0.0","sa738570"
"Jason Hammel","","0","0","4.88","0","0","0","1.0","1","1","0","1","0","1.37","7.20","2.67","4.81","0.0","0.0","4538"
"Joshua Roeder","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.42","6.75","3.42","4.81","0.0","0.0","sa875299"
"Hunter Brown","HOU","0","0","4.71","0","0","0","1.0","1","1","0","1","1","1.50","8.02","4.60","4.81","0.0","0.0","sa3010571"
"Austin Hansen","HOU","0","0","4.62","0","0","0","1.0","1","1","0","1","1","1.47","9.32","5.08","4.81","0.0","0.0","sa3006956"
"Ryan Merritt","","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.40","6.07","2.61","4.81","0.0","0.0","13688"
"Carlos Luna","MIL","0","0","4.87","0","0","0","1.0","1","1","0","1","0","1.38","7.91","3.09","4.82","0.0","0.0","sa828727"
"Beau Sulser","PIT","0","0","4.92","0","0","0","1.0","1","1","0","1","0","1.46","6.70","3.34","4.82","0.0","0.0","sa3004099"
"Kai-Wei Teng","SFG","0","0","4.86","0","0","0","1.0","1","1","0","1","1","1.56","7.31","4.76","4.82","0.0","0.0","sa3007229"
"Parker Curry","LAD","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.39","7.69","3.12","4.82","0.0","0.0","sa977821"
"Matthew Flemer","","0","0","4.87","0","0","0","1.0","1","1","0","1","0","1.38","7.82","3.06","4.82","0.0","0.0","sa580429"
"Cesar Vargas","","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.48","6.12","3.57","4.82","0.0","0.0","14099"
"Raynel Espinal","BOS","0","0","5.03","0","0","0","1.0","1","1","0","1","0","1.42","8.09","3.51","4.82","0.0","0.0","sa737238"
"Chase Cohen","OAK","0","0","4.60","0","0","0","1.0","1","1","0","1","1","1.50","7.34","4.61","4.83","0.0","0.0","sa3007477"
"Matthew Tracy","","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.46","7.06","3.68","4.83","0.0","0.0","12240"
"Daniel Camarena","SDP","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.41","6.89","3.37","4.83","0.0","0.0","sa599205"
"Noah Zavolas","MIL","0","0","4.85","0","0","0","1.0","1","1","0","1","0","1.42","6.56","2.94","4.83","0.0","0.0","sa3006770"
"Shao-Ching Chiang","","0","0","4.80","0","0","0","1.0","1","1","0","1","0","1.41","7.36","3.30","4.84","0.0","0.0","sa659598"
"Domingo Robles","STL","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.44","6.52","3.42","4.84","0.0","0.0","sa872881"
"Joe Cavallaro","NYM","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.44","8.14","4.27","4.84","0.0","0.0","sa3004599"
"Ian McKinney","SEA","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.43","8.51","4.39","4.84","0.0","0.0","sa738318"
"Sergio Mitre","","0","0","4.88","0","0","0","1.0","1","1","0","1","0","1.45","5.94","2.98","4.84","0.0","0.0","1773"
"Casey Kelly","","0","0","4.79","0","0","0","1.0","1","1","0","1","0","1.40","6.88","2.99","4.85","0.0","0.0","9174"
"Seth Varner","","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.40","7.29","3.19","4.85","0.0","0.0","sa829168"
"Ethan Lindow","PHI","0","0","4.64","0","0","0","1.0","1","1","0","1","0","1.42","8.06","3.77","4.85","0.0","0.0","sa3005028"
"Bryan Pall","SEA","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.44","8.59","4.39","4.85","0.0","0.0","sa3008614"
"Jefry Rodriguez","WSN","0","0","4.82","0","0","0","1.0","1","1","0","1","1","1.53","7.80","4.69","4.85","0.0","0.0","17018"
